id_tabungan,counter_tabungan,tanggal_nabung,nama_goal,target_nominal,nominal_nabung,total_terkumpul,sisa_target,status,keterangan
TAB-1946,24,2022-09-13,TIKET DWP / PESTAPORA,2290000.0,69181,1903117,386883,Belum Selesai,Via ATM
tb_1946,25,2022-10-10,   tiket dwp / pestapora  ,2290000.0,71710 rupiah,1974827,315173,Belum Selesai,nan
TAB-1946,26,Kemarin,,2290000.0,75841,2050668,239332,Belum Selesai,nan
TAB-1946,27,2022-11-02,Tiket DWP / Pestapora,2290000.0,79252,2129920,160080,Belum Selesai,Cash
TAB-1946,28,2022-11-29,Tiket DWP / Pestapora,2290000.0,75817,2205737,84263,Belum Selesai,Cash
TAB-1946,29,2022-12-12,Tiket DWP / Pestapora,2290000.0,82288 rupiah,2288025,1975,Belum Selesai,nan
TAB-1946,30,2023-01-12,Tiket DWP / Pestapora,2290000.0,1975,2290000,0,Blm selese,nan
TAB-1947,1,2022-03-14,BELI LAPTOP SKRIPSI,6540000.0,553458,553458,5986542,Belum Selesai,nan
TAB-1947,2,2022-03-28,Beli Laptop Skripsi,6540000.0,568674,1122132,5417868,Belum Selesai,Transfer
TAB-1947,3,2022-04-19,Beli Laptop Skripsi,6540000.0,551k,1673699,4866301,Selsai,Transfer
TAB-1947,4,2022-05-17,Beli Laptop Skripsi,6540000.0,756177,2429876,4110124,selesai,nan
tb_1947,5,2022-06-17,BELI LAPTOP SKRIPSI,6540000.0,597111,3026987,3513013,Belum Selesai,Transfer
TAB-1947,6,Kemarin,,6540000.0,706448,3733435,2806565,Belum Selesai,Transfer
TAB-1948,1,2022-02-01,DP Motor Baru,4460000.0,275809,275809,4184191,Belum Selesai,nan
TAB-1948,2,2022-02-13,DP Motor Baru,4460000.0,332358,608167,3851833,Belum Selesai,Via ATM
TAB-1948,3,2022-02-23,DP Motor Baru,4460000.0,262678,870845,3589155,Belum Selesai,Via ATM
TAB-1948,4,2022-03-19,DP Motor Baru,4460000.0,278780,1149625,3310375,Belum Selesai,Cash
TAB-1948,5,2022-04-13,DP Motor Baru,4460000.0,Rp. 281.326,1430951,3029049,Belum Selesai,nan
TAB-1948,6,2022-05-02,DP Motor Baru,4460000.0,284231,1715182,2744818,Belum Selesai,nan
TAB-1948,7,2022-05-12,DP MOTOR BARU,4460000.0,247851,1963033,2496967,Belum Selesai,Via ATM
TAB-1948,8,2022-05-25,   dp motor baru  ,4460000.0,255077,2218110,2241890,Blm selese,Cash
TAB-1948,9,2022-06-23,,4460000.0,256520,2474630,1985370,Belum Selesai,Cash
TAB-1948,10,2022-07-07,   dp motor baru  ,,292843,2767473,1692527,Blm selese,Cash
TAB-1948,11,2022-07-15,DP MOTOR BARU,4460000.0,271k,3039298,1420702,Blm selese,Via ATM
TAB-1948,12,2022-07-30,DP Motor Baru,4460000.0,274977,3314275,1145725,Belum Selesai,nan
TAB-1948,13,2022-08-28,DP Motor Baru,4460000.0,279232,3593507,866493,Belum Selesai,Via ATM
TAB-1948,14,2022-09-12,   dp motor baru  ,4460000.0,290115,3883622,576378,Belum Selesai,nan
TAB-1948,15,2022-09-23,DP Motor Baru,4460000.0,252k,4135797,324203,Belum Selesai,Via ATM
TAB-1948,16,2022-10-23,DP Motor Baru,4460000.0,288497 rupiah,4424294,35706,Belum Selesai,Transfer
TAB-1948,17,2022-11-03,DP Motor Baru,4460000.0,35706,4460000,0,Selesai,Transfer
TAB-1949,1,31-Dec-24,Modal Nikah/Tunangan,89990000.0,10222775,10222775,79767225,Belum Selesai,nan
TAB-1949,2,29-Jan-25,,89990000.0,8623020,18845795,71144205,Belum Selesai,Via ATM
TAB - 1949,3,07/02/2025,,89990000.0,9645750,28491545,61498455,Belum Selesai,Via ATM
TAB - 1949,4,2025-03-08,   modal nikah/tunangan  ,89990000.0,8300336,36791881,53198119,Belum Selesai,Via ATM
TAB-1949,5,2025-03-16,Modal Nikah/Tunangan,89990000.0,8931734,45723615,44266385,Belum Selesai,Via ATM
TAB - 1949,6,10-Apr-25,Modal Nikah/Tunangan,89990000.0,9397839,55121454,34868546,selesai,Cash
TAB-1949,7,2025-04-26,Modal Nikah/Tunangan,89990000.0,8101101,63222555,26767445,Belum Selesai,Cash
TAB-1949,8,2025-05-19,Modal Nikah/Tunangan,89990000.0,9957994,73180549,16809451,Belum Selesai,nan
tb_1949,9,2025-06-18,,89990000.0,8511572,81692121,8297879,Belum Selesai,Via ATM
tb_1949,10,2025-07-07,Modal Nikah/Tunangan,89990000.0,8297879,89990000,0,Selesai,Cash
tb_1950,1,2022-03-13,   beli hewan qurban  ,3990000.0,168753,168753,3821247,Belum Selesai,Cash
TAB-1950,2,04-Apr-22,BELI HEWAN QURBAN,3990000.0,139683,308436,3681564,Belum Selesai,Via ATM
TAB-1950,3,2022-04-28,,3990000.0,204218,512654,3477346,BELUM SELESAI,nan
TAB-1950,4,2022-05-12,Beli Hewan Qurban,3990000.0,166591,679245,3310755,Belum Selesai,Via ATM
TAB-1950,5,2022-06-04,Beli Hewan Qurban,3990000.0,Rp. 185.371,864616,3125384,Belum Selesai,nan
TAB-1950,6,2022-06-18,Beli Hewan Qurban,3990000.0,165222,1029838,2960162,Belum Selesai,Cash
TAB-1950,7,2022-07-18,BELI HEWAN QURBAN,3990000.0,174929,1204767,2785233,Selsai,Transfer
TAB-1950,8,2022-08-05,Beli Hewan Qurban,3990000.0,165569,1370336,2619664,Belum Selesai,Cash
TAB-1950,9,2022-08-15,   beli hewan qurban  ,3990000.0,180589,1550925,2439075,Belum Selesai,nan
TAB-1950,10,2022-09-02,Beli Hewan Qurban,3990000.0,169946,1720871,2269129,Belum Selesai,Via ATM
TAB-1950,11,2022-09-27,Beli Hewan Qurban,3990000.0,Rp. 182.240,1903111,2086889,BELUM SELESAI,Via ATM
TAB-1950,12,2022-10-25,   beli hewan qurban  ,3990000.0,190k,2093767,1896233,belum selesai,Cash
TAB-1950,13,2022-11-24,Beli Hewan Qurban,,194889,2288656,1701344,Belum Selesai,Transfer
TAB-1950,14,2022-12-14,Beli Hewan Qurban,3990000.0,174981,2463637,1526363,Belum Selesai,nan
TAB-1950,15,2023-01-13,BELI HEWAN QURBAN,3990000.0,191582,2655219,1334781,Belum Selesai,Via ATM
tb_1950,16,2023-01-31,Beli Hewan Qurban,3990000.0,177127,2832346,1157654,Belum Selesai,Transfer
TAB-1950,17,2023-02-15,Beli Hewan Qurban,3990000.0,209018,3041364,948636,Belum Selesai,Cash
TAB - 1950,18,2023-02-28,Beli Hewan Qurban,3990000.0,154869,3196233,793767,Belum Selesai,Cash
tb_1950,19,2023-03-20,Beli Hewan Qurban,3990000.0,189831,3386064,603936,Belum Selesai,Cash
TAB-1950,20,12-Apr-23,Beli Hewan Qurban,3990000.0,200361,3586425,403575,Belum Selesai,Cash
TAB-1950,21,2023-04-28,BELI HEWAN QURBAN,3990000.0,179163,3765588,224412,SELESAI,Cash
TAB-1950,22,25/05/2023,Beli Hewan Qurban,3990000.0,203900 rupiah,3969488,20512,Selsai,nan
TAB-1950,23,2023-06-05,Beli Hewan Qurban,3990000.0,20512,3990000,0,Selesai,nan
TAB-1951,1,2020-12-21,Beli Meja Belajar Lipat,370000.0,166513,166513,203487,Belum Selesai,Transfer
TAB - 1951,2,30/12/2020,Beli Meja Belajar Lipat,370000.0,164090,330603,39397,Belum Selesai,Cash
TAB-1951,3,2021-01-26,Beli Meja Belajar Lipat,,39397,370000,0,Selesai,Transfer
TAB-1952,1,2021-01-08,BAYAR KOSAN TAHUNAN,11230000.0,1598415,1598415,9631585,Belum Selesai,Via ATM
TAB - 1952,2,Lupa nyatet,Bayar Kosan Tahunan,11230000.0,1724644,3323059,7906941,Belm Selesai,Cash
TAB-1952,3,16-Feb-21,Bayar Kosan Tahunan,11230000.0,1869586,5192645,6037355,Belum Selesai,Transfer
TAB - 1952,4,03/03/2021,Bayar Kosan Tahunan,11230000.0,Rp. 1.813.122,7005767,4224233,Belum Selesai,Via ATM
TAB-1952,5,2021-04-02,Bayar Kosan Tahunan,11230000.0,1628526,8634293,2595707,Belum Selesai,nan
TAB-1952,6,2021-04-26,Bayar Kosan Tahunan,11230000.0,1563130,10197423,1032577,Belum Selesai,nan
TAB-1953,1,2022-04-04,Nabung Bayar Utang/Pinjol,3570000.0,172136,172136,3397864,Belum Selesai,Via ATM
TAB-1953,2,2022-04-25,Nabung Bayar Utang/Pinjol,3570000.0,Rp. 173.013,345149,3224851,Belm Selesai,Via ATM
TAB-1953,3,24/05/2022,Nabung Bayar Utang/Pinjol,3570000.0,193983,539132,3030868,Belum Selesai,Via ATM
TAB-1953,4,2022-06-24,   nabung bayar utang/pinjol  ,3570000.0,179978,719110,2850890,BELUM SELESAI,Via ATM
TAB-1953,5,2022-07-02,Nabung Bayar Utang/Pinjol,3570000.0,170285,889395,2680605,Belum Selesai,Via ATM
tb_1953,6,2022-07-27,Nabung Bayar Utang/Pinjol,,186642,1076037,2493963,Belum Selesai,Transfer
TAB-1953,7,19/08/2022,Nabung Bayar Utang/Pinjol,3570000.0,161643,1237680,2332320,Belum Selesai,Cash
TAB-1953,8,2022-08-29,Nabung Bayar Utang/Pinjol,3570000.0,202339,1440019,2129981,Belum Selesai,Via ATM
TAB-1953,9,2022-09-28,Nabung Bayar Utang/Pinjol,357000000.0,182158,1622177,1947823,Belum Selesai,Via ATM
TAB-1953,10,Bulan lalu,Nabung Bayar Utang/Pinjol,3570000.0,214732,1836909,1733091,Belum Selesai,Transfer
tb_1953,11,2022-11-14,NABUNG BAYAR UTANG/PINJOL,3570000.0,173818,2010727,1559273,SELESAI,nan
TAB-1953,12,08/12/2022,Nabung Bayar Utang/Pinjol,3570000.0,225107,2235834,1334166,Belum Selesai,Cash
TAB-1953,13,2022-12-28,Nabung Bayar Utang/Pinjol,3570000.0,199160,2434994,1135006,Belum Selesai,Transfer
tb_1953,14,26/01/2023,Nabung Bayar Utang/Pinjol,3570000.0,183977,2618971,951029,Belum Selesai,nan
TAB-1953,15,06-Feb-23,NABUNG BAYAR UTANG/PINJOL,3570000.0,163527,2782498,787502,Belum Selesai,nan
TAB-1953,16,2023-03-03,Nabung Bayar Utang/Pinjol,3570000.0,166641 rupiah,2949139,620861,BELUM SELESAI,Cash
TAB-1953,17,2023-04-03,Nabung Bayar Utang/Pinjol,3570000.0,190622,3139761,430239,SELESAI,Via ATM
TAB-1953,18,2023-04-20,Nabung Bayar Utang/Pinjol,3570000.0,192531,3332292,237708,Belum Selesai,Transfer
TAB-1953,19,2023-05-02,Nabung Bayar Utang/Pinjol,3570000.0,206491,3538783,31217,SELESAI,Via ATM
TAB-1953,20,17/05/2023,Nabung Bayar Utang/Pinjol,3570000.0,31217 rupiah,3570000,0,Selesai,Via ATM
TAB-1954,1,2020-11-03,BELI IPAD/TABLET NUGAS,4580000.0,104116,104116,4475884,Belum Selesai,nan
TAB-1954,2,2020-11-25,Beli iPad/Tablet Nugas,4580000.0,101815,205931,4374069,Belum Selesai,Via ATM
TAB-1954,3,25/12/2020,Beli iPad/Tablet Nugas,4580000.0,92910,298841,4281159,selesai,Cash
TAB-1954,4,2021-01-03,BELI IPAD/TABLET NUGAS,4580000.0,90536,389377,4190623,Belum Selesai,Via ATM
tb_1954,5,2021-01-20,Beli iPad/Tablet Nugas,4580000.0,91809,481186,4098814,Belum Selesai,Cash
TAB-1955,1,17-Jan-24,Modal Nikah/Tunangan,85780000.0,2042859,2042859,83737141,belum selesai,Transfer
TAB-1955,2,2024-02-04,Modal Nikah/Tunangan,85780000.0,1810841,3853700,81926300,Belum Selesai,nan
TAB-1955,3,2024-02-26,   modal nikah/tunangan  ,85780000.0,2009061 rupiah,5862761,79917239,Belum Selesai,Cash
TAB-1955,4,2024-03-26,Modal Nikah/Tunangan,,1842752,7705513,78074487,Belum Selesai,Via ATM
TAB-1955,5,2024-04-19,MODAL NIKAH/TUNANGAN,85780000.0,1859273,9564786,76215214,Belum Selesai,Transfer
TAB-1955,6,2024-05-11,   modal nikah/tunangan  ,85780000.0,1972677,11537463,74242537,Belum Selesai,nan
TAB - 1955,7,30-May-24,   modal nikah/tunangan  ,85780000.0,1804303,13341766,72438234,Belum Selesai,nan
TAB-1955,8,17-Jun-24,Modal Nikah/Tunangan,,1810534,15152300,70627700,Belum Selesai,nan
TAB-1955,9,2024-07-08,Modal Nikah/Tunangan,85780000.0,1624079,16776379,69003621,Belum Selesai,Transfer
TAB-1955,10,Lupa nyatet,Modal Nikah/Tunangan,85780000.0,1690471,18466850,67313150,Belum Selesai,Cash
TAB-1955,11,2024-08-31,Modal Nikah/Tunangan,85780000.0,1948836,20415686,65364314,Belum Selesai,Via ATM
TAB-1955,12,2024-09-26,Modal Nikah/Tunangan,85780000.0,1848335,22264021,63515979,Belum Selesai,Via ATM
TAB-1955,13,09-Oct-24,Modal Nikah/Tunangan,85780000.0,1707457,23971478,61808522,Belum Selesai,Transfer
TAB-1955,14,06-Nov-24,Modal Nikah/Tunangan,,2059287,26030765,59749235,Belum Selesai,Cash
TAB-1955,15,20/11/2024,Modal Nikah/Tunangan,85780000.0,1866521,27897286,57882714,Belum Selesai,nan
TAB-1955,16,12/12/2024,MODAL NIKAH/TUNANGAN,85780000.0,1559897,29457183,56322817,Belum Selesai,nan
TAB-1955,17,2025-01-12,   modal nikah/tunangan  ,85780000.0,1869081,31326264,54453736,Belum Selesai,Via ATM
TAB - 1955,18,10/02/2025,MODAL NIKAH/TUNANGAN,85780000.0,1860k,33186565,52593435,Belum Selesai,Via ATM
TAB-1955,19,2025-03-13,Modal Nikah/Tunangan,85780000.0,2028959,35215524,50564476,Belum Selesai,nan
tb_1955,20,2025-04-08,Modal Nikah/Tunangan,85780000.0,1483242,36698766,49081234,Belm Selesai,Via ATM
tb_1955,21,2025-05-06,   modal nikah/tunangan  ,,1958481,38657247,47122753,Belum Selesai,Transfer
TAB-1955,22,31/05/2025,Modal Nikah/Tunangan,85780000.0,2105584,40762831,45017169,Belum Selesai,Transfer
TAB-1955,23,2025-06-14,Modal Nikah/Tunangan,85780000.0,1897262,42660093,43119907,Belum Selesai,Via ATM
TAB-1955,24,2025-07-10,Modal Nikah/Tunangan,85780000.0,1885097,44545190,41234810,Belum Selesai,Via ATM
TAB-1955,25,2025-07-28,Modal Nikah/Tunangan,85780000.0,2059612,46604802,39175198,Blm selese,Cash
TAB-1955,26,2025-08-13,Modal Nikah/Tunangan,85780000.0,1755890,48360692,37419308,Belum Selesai,Transfer
TAB-1955,27,2025-08-28,MODAL NIKAH/TUNANGAN,85780000.0,1804340,50165032,35614968,Belum Selesai,Cash
TAB-1955,28,2025-09-16,Modal Nikah/Tunangan,85780000.0,1955054,52120086,33659914,Belum Selesai,Via ATM
TAB - 1955,29,2025-09-28,Modal Nikah/Tunangan,85780000.0,1836550,53956636,31823364,Belum Selesai,Cash
tb_1955,30,2025-10-12,Modal Nikah/Tunangan,85780000.0,2013164,55969800,29810200,Belum Selesai,nan
TAB-1955,31,2025-10-30,Modal Nikah/Tunangan,85780000.0,1800570,57770370,28009630,Belum Selesai,nan
TAB-1955,32,2025-11-25,Modal Nikah/Tunangan,85780000.0,1501637,59272007,26507993,Belum Selesai,nan
TAB - 1955,33,2025-12-10,Modal Nikah/Tunangan,85780000.0,1620974,60892981,24887019,Belum Selesai,Cash
TAB-1955,34,2025-12-27,   modal nikah/tunangan  ,85780000.0,1648476,62541457,23238543,Belum Selesai,Transfer
TAB-1955,35,2026-01-04,Modal Nikah/Tunangan,,1678226,64219683,21560317,Belum Selesai,Transfer
TAB-1955,36,2026-02-02,Modal Nikah/Tunangan,85780000.0,1810571,66030254,19749746,Belum Selesai,Via ATM
TAB - 1955,37,2026-02-24,Modal Nikah/Tunangan,85780000.0,1939941,67970195,17809805,Belum Selesai,Transfer
TAB-1955,38,2026-03-27,Modal Nikah/Tunangan,85780000.0,1889741,69859936,15920064,Belum Selesai,nan
tb_1955,39,2026-04-27,   modal nikah/tunangan  ,85780000.0,1874033,71733969,14046031,belum selesai,Cash
TAB-1955,40,2026-05-24,Modal Nikah/Tunangan,85780000.0,1675453,73409422,12370578,Blm selese,Cash
TAB-1955,41,2026-05-31,Modal Nikah/Tunangan,85780000.0,1933196,75342618,10437382,Belum Selesai,nan
TAB-1955,42,2026-06-26,Modal Nikah/Tunangan,85780000.0,1752175,77094793,8685207,Belum Selesai,Cash
TAB-1955,43,2026-07-17,Modal Nikah/Tunangan,85780000.0,1744184,78838977,6941023,selesai,nan
TAB-1955,44,2026-08-11,   modal nikah/tunangan  ,85780000.0,1798317,80637294,5142706,Belum Selesai,Cash
TAB-1955,45,2026-09-06,,85780000.0,1548183,82185477,3594523,Belum Selesai,nan
TAB-1955,46,30/09/2026,Modal Nikah/Tunangan,8578000000.0,1631157,83816634,1963366,Belum Selesai,Cash
TAB - 1955,47,2026-10-17,MODAL NIKAH/TUNANGAN,85780000.0,1777550,85594184,185816,Belum Selesai,Cash
TAB-1955,48,13-Nov-26,Modal Nikah/Tunangan,85780000.0,185816,85780000,0,selesai,nan
TAB-1956,1,31-Mar-22,,640000.0,267036,267036,372964,belum selesai,Cash
TAB-1956,2,2022-04-10,Beli Domain & Hosting,640000.0,288670,555706,84294,Selsai,Cash
TAB-1957,1,2022-06-12,,17300000.0,1888k,1888595,15411405,Belum Selesai,Cash
TAB-1957,2,2022-07-07,Rakit PC Gaming,17300000.0,1883930,3772525,13527475,BELUM SELESAI,Via ATM
TAB-1957,3,01-Aug-22,Rakit PC Gaming,17300000.0,1699113,5471638,11828362,Belum Selesai,nan
TAB-1957,4,2022-08-30,RAKIT PC GAMING,1730000000.0,1600017,7071655,10228345,BELUM SELESAI,nan
TAB-1957,5,2022-09-26,Rakit PC Gaming,17300000.0,1909k,8981201,8318799,Belum Selesai,Via ATM
TAB-1957,6,2022-10-15,   rakit pc gaming  ,17300000.0,1653358,10634559,6665441,Belm Selesai,Via ATM
tb_1957,7,2022-10-28,   rakit pc gaming  ,17300000.0,1571382,12205941,5094059,Belum Selesai,Cash
TAB-1957,8,22-Nov-22,Rakit PC Gaming,17300000.0,1575959,13781900,3518100,Belum Selesai,Via ATM
TAB-1957,9,2022-12-19,Rakit PC Gaming,17300000.0,1630k,15412339,1887661,selesai,nan
TAB-1957,10,2023-01-06,Rakit PC Gaming,17300000.0,1607k,17019841,280159,Belum Selesai,Cash
tb_1957,11,2023-01-19,   rakit pc gaming  ,17300000.0,280159,17300000,0,Selesai,Via ATM
TAB-1958,1,16/09/2021,Bayar Kosan Tahunan,17290000.0,1789898,1789898,15500102,Selsai,nan
TAB-1958,2,2021-09-26,Bayar Kosan Tahunan,17290000.0,1606174,3396072,13893928,Belum Selesai,Via ATM
TAB-1958,3,08-Oct-21,Bayar Kosan Tahunan,17290000.0,1559834,4955906,12334094,Selsai,Via ATM
TAB-1958,4,2021-10-20,Bayar Kosan Tahunan,17290000.0,1735565,6691471,10598529,Belum Selesai,Via ATM
TAB-1958,5,2021-11-13,Bayar Kosan Tahunan,17290000.0,1763691,8455162,8834838,Belum Selesai,Cash
TAB-1958,6,Bulan lalu,BAYAR KOSAN TAHUNAN,17290000.0,1712543,10167705,7122295,Belum Selesai,Via ATM
TAB-1958,7,2022-01-01,   bayar kosan tahunan  ,17290000.0,1918933,12086638,5203362,Belum Selesai,nan
TAB-1958,8,30-Jan-22,BAYAR KOSAN TAHUNAN,17290000.0,1797450,13884088,3405912,Belum Selesai,Transfer
tb_1958,9,2022-02-24,BAYAR KOSAN TAHUNAN,17290000.0,1552100 rupiah,15436188,1853812,Belum Selesai,Via ATM
TAB - 1958,10,2022-03-20,Bayar Kosan Tahunan,17290000.0,1580450,17016638,273362,Belum Selesai,nan
TAB-1958,11,2022-04-10,Bayar Kosan Tahunan,17290000.0,273362,17290000,0,Selesai,nan
tb_1959,1,2022-01-04,Upgrade RAM & SSD,1110000.0,62092,62092,1047908,Belum Selesai,Cash
tb_1959,2,2022-01-19,Upgrade RAM & SSD,1110000.0,70795,132887,977113,Blm selese,Cash
TAB-1959,3,2022-02-03,Upgrade RAM & SSD,1110000.0,63167,196054,913946,Belum Selesai,Via ATM
TAB-1959,4,Bulan lalu,Upgrade RAM & SSD,1110000.0,58600,254654,855346,Belum Selesai,Transfer
TAB-1960,1,2020-10-06,,9820000.0,966473,966473,8853527,Selsai,nan
TAB-1960,2,2020-10-17,Beli Motor Bekas,9820000.0,1016848,1983321,7836679,Belum Selesai,Cash
TAB - 1960,3,16-Nov-20,   beli motor bekas  ,9820000.0,Rp. 905.625,2888946,6931054,Belum Selesai,Transfer
TAB-1961,1,22-Jan-22,Modal Usaha Thrift/F&B,8610000.0,88464,88464,8521536,Belum Selesai,Via ATM
TAB-1961,2,18-Feb-22,,8610000.0,93059,181523,8428477,Belum Selesai,nan
TAB-1961,3,2022-03-07,Modal Usaha Thrift/F&B,8610000.0,76573,258096,8351904,Belum Selesai,Cash
TAB-1961,4,2022-03-31,Modal Usaha Thrift/F&B,8610000.0,97303,355399,8254601,Selsai,nan
tb_1961,5,2022-04-24,,8610000.0,85371,440770,8169230,Belum Selesai,Cash
TAB-1961,6,2022-05-13,Modal Usaha Thrift/F&B,8610000.0,99032,539802,8070198,Belum Selesai,nan
tb_1961,7,2022-06-10,Modal Usaha Thrift/F&B,8610000.0,101547,641349,7968651,Belum Selesai,nan
TAB-1961,8,2022-07-11,Modal Usaha Thrift/F&B,8610000.0,87693 rupiah,729042,7880958,Belum Selesai,Via ATM
TAB-1961,9,2022-07-27,Modal Usaha Thrift/F&B,8610000.0,87k,816190,7793810,Belum Selesai,Cash
TAB-1962,1,2021-05-04,   tanpa nama  ,5770000.0,1137k,1137750,4632250,Belum Selesai,Cash
TAB-1962,2,2021-05-23,   tanpa nama  ,5770000.0,1163743,2301493,3468507,Belum Selesai,Via ATM
TAB-1962,3,12-Jun-21,Tanpa Nama,5770000.0,1192600,3494093,2275907,Belum Selesai,Transfer
TAB - 1962,4,2021-07-07,   tanpa nama  ,5770000.0,1165927,4660020,1109980,Belum Selesai,Via ATM
TAB-1962,5,28-Jul-21,Tanpa Nama,5770000.0,997762,5657782,112218,BELUM SELESAI,nan
TAB-1963,1,2020-12-20,DANA DARURAT,3350000.0,88230,88230,3261770,BELUM SELESAI,nan
TAB-1963,2,2021-01-12,,3350000.0,91740,179970,3170030,Belum Selesai,Via ATM
TAB-1963,3,2021-02-04,,3350000.0,Rp. 102.978,282948,3067052,Belum Selesai,Cash
TAB - 1963,4,2021-02-12,Dana Darurat,3350000.0,106463,389411,2960589,Belum Selesai,Cash
tb_1963,5,2021-02-22,,335000000.0,95765,485176,2864824,Belum Selesai,Cash
TAB-1963,6,2021-03-07,   dana darurat  ,335000000.0,107943,593119,2756881,Belum Selesai,Transfer
TAB-1963,7,2021-03-31,Dana Darurat,,101742,694861,2655139,Belum Selesai,Cash
TAB-1963,8,Bulan lalu,Dana Darurat,3350000.0,104236,799097,2550903,selesai,Via ATM
TAB-1963,9,23-May-21,DANA DARURAT,3350000.0,99408,898505,2451495,Belum Selesai,Via ATM
tb_1963,10,2021-06-23,Dana Darurat,3350000.0,87935,986440,2363560,Belum Selesai,Cash
TAB-1963,11,2021-07-16,DANA DARURAT,3350000.0,85881 rupiah,1072321,2277679,belum selesai,Via ATM
TAB-1963,12,2021-08-04,Dana Darurat,3350000.0,Rp. 92.290,1164611,2185389,Blm selese,Via ATM
TAB-1963,13,2021-08-21,Dana Darurat,3350000.0,99876,1264487,2085513,Belum Selesai,Via ATM
TAB-1963,14,2021-08-28,,3350000.0,107022,1371509,1978491,Selsai,Cash
TAB-1963,15,2021-09-13,   dana darurat  ,3350000.0,87453,1458962,1891038,Belum Selesai,nan
TAB-1963,16,27/09/2021,,3350000.0,122556,1581518,1768482,Belum Selesai,Cash
TAB-1963,17,2021-10-20,Dana Darurat,3350000.0,90170 rupiah,1671688,1678312,Belum Selesai,nan
TAB - 1963,18,2021-11-11,   dana darurat  ,3350000.0,105256,1776944,1573056,Belum Selesai,Transfer
TAB-1963,19,2021-12-06,Dana Darurat,3350000.0,125142,1902086,1447914,Belum Selesai,Transfer
TAB-1963,20,2021-12-19,Dana Darurat,3350000.0,94971,1997057,1352943,Belum Selesai,Cash
TAB-1963,21,2022-01-01,Dana Darurat,3350000.0,108501,2105558,1244442,Belum Selesai,Cash
TAB-1963,22,16-Jan-22,Dana Darurat,3350000.0,92914,2198472,1151528,Belum Selesai,Transfer
TAB-1963,23,2022-01-31,DANA DARURAT,3350000.0,94333,2292805,1057195,Belum Selesai,Cash
TAB-1963,24,2022-02-19,   dana darurat  ,3350000.0,100952,2393757,956243,Belum Selesai,Via ATM
TAB-1963,25,2022-03-01,Dana Darurat,3350000.0,93563,2487320,862680,Belm Selesai,Cash
TAB-1963,26,25-Mar-22,Dana Darurat,3350000.0,106572,2593892,756108,Belum Selesai,Cash
TAB-1963,27,2022-04-07,Dana Darurat,3350000.0,95036,2688928,661072,Belum Selesai,Transfer
TAB-1963,28,27-Apr-22,Dana Darurat,3350000.0,102003,2790931,559069,Belum Selesai,Transfer
TAB-1963,29,2022-05-10,Dana Darurat,3350000.0,Rp. 100.218,2891149,458851,Belm Selesai,Transfer
TAB-1963,30,2022-06-07,Dana Darurat,3350000.0,94223,2985372,364628,Belum Selesai,Cash
tb_1963,31,2022-07-02,DANA DARURAT,3350000.0,79370,3064742,285258,Belum Selesai,Transfer
TAB-1963,32,2022-07-20,,3350000.0,104442,3169184,180816,Belum Selesai,Transfer
TAB-1963,33,04/08/2022,Dana Darurat,3350000.0,90731,3259915,90085,selesai,Via ATM
TAB-1963,34,2022-09-02,Dana Darurat,3350000.0,Rp. 90.085,3350000,0,Selesai,Transfer
TAB-1964,1,2022-04-15,   liburan ke bali/jogja  ,,87917 rupiah,87917,6722083,Belum Selesai,nan
TAB - 1964,2,2022-05-14,Liburan ke Bali/Jogja,,76972,164889,6645111,Belum Selesai,nan
TAB-1964,3,Bulan lalu,LIBURAN KE BALI/JOGJA,,86833,251722,6558278,belum selesai,Via ATM
TAB-1964,4,05/06/2022,Liburan ke Bali/Jogja,6810000.0,73k,325229,6484771,Belm Selesai,Cash
TAB-1964,5,2022-06-28,Liburan ke Bali/Jogja,6810000.0,97125,422354,6387646,Blm selese,nan
tb_1964,6,2022-07-09,,6810000.0,79809,502163,6307837,Belum Selesai,Cash
TAB-1964,7,2022-07-24,,6810000.0,77016,579179,6230821,Belum Selesai,Transfer
TAB - 1964,8,2022-08-01,Liburan ke Bali/Jogja,6810000.0,Rp. 104.389,683568,6126432,Belum Selesai,Transfer
TAB-1964,9,2022-08-26,Liburan ke Bali/Jogja,6810000.0,95k,778912,6031088,Belum Selesai,Via ATM
TAB-1965,1,2022-01-05,Modif Motor/Ganti Knalpot,560000.0,54213,54213,505787,Belum Selesai,Transfer
TAB-1965,2,2022-02-04,MODIF MOTOR/GANTI KNALPOT,560000.0,54k,109205,450795,Selsai,Transfer
TAB-1965,3,2022-03-01,Modif Motor/Ganti Knalpot,560000.0,Rp. 53.821,163026,396974,Belum Selesai,Via ATM
TAB-1965,4,2022-03-08,,560000.0,53971,216997,343003,Blm selese,nan
TAB - 1965,5,01-Apr-22,Modif Motor/Ganti Knalpot,560000.0,65432,282429,277571,Belum Selesai,nan
TAB-1965,6,2022-04-22,MODIF MOTOR/GANTI KNALPOT,560000.0,51526,333955,226045,BELUM SELESAI,Cash
TAB - 1965,7,2022-05-02,Modif Motor/Ganti Knalpot,560000.0,56939,390894,169106,Belum Selesai,Transfer
TAB-1965,8,2022-05-24,Modif Motor/Ganti Knalpot,560000.0,54763,445657,114343,Belum Selesai,nan
TAB-1965,9,2022-06-04,MODIF MOTOR/GANTI KNALPOT,560000.0,64268,509925,50075,Belum Selesai,nan
