tanggal_nabung,nama_goal,target_nominal,nominal_nabung,total_terkumpul,sisa_target
6/14/2024,Modal Nikah/Tunangan,65260000,99999999,34700000,30560000
2/25/2024,Modal Nikah/Tunangan,73480000,190000,35760000,37720000
8/4/2021,Monitor External,2360000,80000,1180000,1180000
5/14/2021,Tiket DWP / Pestapora,2290000,210000,260000,2030000
8/9/2021,Bayar Kosan Tahunan,17290000,40000,8360000,8930000
9/18/2024,Modal Nikah/Tunangan,73480000,20000,57740000,15740000
10/9/2025,Modal Nikah/Tunangan,89990000,30000,88510000,1480000
10/11/2021,Bayar Kosan Tahunan,17290000,,9890000,7400000
1/15/2022,Nabung Bayar Utang/Pinjol,4020000,40000,280000,3740000
2/9/2020,Beli Mechanical Keyboard,530000,40000,130000,400000
6/7/2021,Dana Darurat,14380000,70000,70000,14310000
4/4/2021,Modal Nikah/Tunangan,73480000,10000,1410000,72070000
6/6/2021,Rakit PC Gaming,21710000,1200000,3640000,18070000
8/14/2021,Dana Darurat,9720000,200000,4250000,5470000
2/26/2024,Modal Nikah/Tunangan,85780000,160000,44400000,41380000
3/29/2021,Upgrade HP Baru,11180000,80000,8240000,2940000
6/9/2022,,8920000,50000,7740000,1180000
1/24/2024,,85780000,90000,41610000,44170000
10/1/2021,,73480000,60000,9280000,64200000
10/21/2021,Liburan ke Bali/Jogja,2550000,260000,1020000,1530000
10/9/2024,Modal Nikah/Tunangan,93000000,40000,69880000,23120000
8/23/2020,Bayar UKT Semester Depan,2200000,90000,1320000,880000
4/26/2024,Modal Nikah/Tunangan,97510000,500000,45900000,51610000
7/18/2020,Beli iPad/Tablet Nugas,11790000,10000,1520000,10270000
9/18/2020,Modal Skripsi & Jilid,2100000,,460000,1640000
3/7/2022,Beli Game Steam/PS,1180000,30000,610000,570000
12/18/2021,Beli Sepatu Sneakers/Running,1370000,120000,630000,740000
7/22/2021,Modal Nikah/Tunangan,12310000,,6860000,5450000
8/11/2021,Tiket DWP / Pestapora,2290000,40000,2290000,0
2/2/2022,Beli iPad/Tablet Nugas,8920000,260000,1550000,7370000
9/9/2021,Beli Emas Antam,1730000,900000,1070000,660000
4/8/2021,Kado Hari Ibu/Ultah Ortu,1300000,1200000,1300000,0
10/9/2020,Beli Kamera Analog/Mirrorless,4190000,70000,3360000,830000
7/11/2021,Tiket Konser K-Pop/Lokal,3150000,30000,1090000,2060000
4/5/2022,Sewa Server/VPS Tahunan,2440000,20000,1010000,1430000
3/2/2020,Beli Kamera Analog/Mirrorless,7890000,50000,3130000,4760000
2/13/2022,Beli Sepatu Sneakers/Running,2150000,80000,1790000,360000
2/6/2022,Modal Nikah/Tunangan,24510000,10000,1720000,22790000
12/25/2021,Bayar Kosan Tahunan,17290000,,11400000,5890000
3/8/2022,Beli Game Steam/PS,1270000,40000,100000,1170000
6/20/2021,,5910000,270000,580000,5330000
7/29/2021,Tiket DWP / Pestapora,2290000,70000,1760000,530000
4/22/2021,Bayar UKT Semester Depan,7260000,170000,6480000,780000
8/15/2021,Kursus Bootcamp IT/Data Science,5910000,200000,3000000,2910000
10/4/2021,Kado Hari Ibu/Ultah Ortu,2180000,100000,2180000,0
8/27/2024,Modal Nikah/Tunangan,87840000,240000,63190000,24650000
6/14/2024,,89990000,40000,65040000,24950000
12/9/2020,Beli Raket Badminton/Sepatu Futsal,1200000,140000,490000,710000
3/8/2022,Modif Motor/Ganti Knalpot,2920000,90000,320000,2600000
9/5/2020,Beli Sepatu Sneakers/Running,1860000,80000,1340000,520000
6/5/2022,Beli Laptop Skripsi,10450000,500000,6520000,3930000
3/20/2024,Modal Nikah/Tunangan,85780000,20000,73170000,12610000
4/21/2020,Beli Motor Bekas,9820000,1200000,3650000,6170000
11/17/2022,Modal Nikah/Tunangan,73480000,20000,33420000,40060000
3/7/2022,Beli Helm Fullface/Cargloss,1400000,90000,1300000,100000
11/21/2020,Liburan ke Bali/Jogja,4930000,80000,4050000,880000
9/18/2022,Beli Laptop Skripsi,14870000,70000,12030000,2840000
3/14/2020,,1190000,590000,1190000,0
6/1/2024,Modal Nikah/Tunangan,85780000,500000,50850000,34930000
3/16/2022,Modal Skripsi & Jilid,2020000,150000,1110000,910000
12/28/2021,Modal Nikah/Tunangan,85960000,90000,21750000,64210000
4/22/2022,Rakit PC Gaming,17300000,,7390000,9910000
11/26/2021,Kado Ultah Pacar,1970000,230000,1080000,890000
2/23/2022,Monitor External,2080000,400000,2080000,0
1/5/2022,Beli Skincare/Makeup,730000,10000,10000,720000
4/1/2025,Modal Nikah/Tunangan,97510000,90000,68580000,28930000
1/27/2022,Beli Hewan Qurban,4020000,200000,850000,3170000
7/8/2025,Modal Nikah/Tunangan,93000000,800000,89210000,3790000
8/7/2020,DP Motor Baru,7500000,,2900000,4600000
4/23/2020,Liburan ke Bali/Jogja,4680000,200000,2750000,1930000
5/28/2025,Modal Nikah/Tunangan,89990000,50000,78780000,11210000
12/25/2021,Modal Usaha Thrift/F&B,2160000,80000,2040000,120000
7/16/2020,Bayar Kosan Tahunan,13240000,40000,5670000,7570000
8/2/2021,Modal Nikah/Tunangan,85780000,50000,11540000,74240000
2/7/2022,Beli Sepeda Lipat/Fixie,3690000,70000,2880000,810000
2/24/2024,Modal Nikah/Tunangan,89990000,,26050000,63940000
8/15/2021,Sewa Server/VPS Tahunan,1010000,10000,980000,30000
2/25/2022,,1280000,30000,400000,880000
6/4/2021,Kursus Bootcamp IT/Data Science,5910000,90000,90000,5820000
11/28/2025,Modal Nikah/Tunangan,97510000,200000,85860000,11650000
6/14/2022,Modal Usaha Thrift/F&B,11710000,270000,5080000,6630000
8/17/2025,Modal Nikah/Tunangan,93000000,50000,90120000,2880000
11/20/2021,Beli Helm Fullface/Cargloss,1330000,240000,1010000,320000
11/4/2021,,670000,100000,100000,570000
2/5/2022,Beli Raket Badminton/Sepatu Futsal,380000,240000,310000,70000
6/30/2024,,89990000,230000,36990000,53000000
3/27/2021,Tiket DWP / Pestapora,1120000,470000,1120000,0
1/11/2022,Beli Emas Antam,2830000,60000,1810000,1020000
2/21/2024,Modal Nikah/Tunangan,65260000,90000,28260000,37000000
4/11/2020,Bayar UKT Semester Depan,4050000,40000,3380000,670000
2/16/2020,,9610000,170000,2300000,7310000
9/19/2021,Dekor Kamar Estetik,800000,100000,260000,540000
5/2/2020,Servis Turun Mesin,1600000,90000,90000,1510000
7/25/2020,Beli Motor Bekas,14020000,,6140000,7880000
3/17/2021,Top Up Game (MLBB/Genshin/Valo),640000,540000,640000,0
11/15/2020,Nabung Bayar Utang/Pinjol,3260000,50000,1510000,1750000
7/25/2022,,16660000,130000,10860000,5800000
1/10/2022,Modal Usaha Thrift/F&B,13760000,60000,8640000,5120000
11/4/2024,Modal Nikah/Tunangan,97510000,30000,60710000,36800000
9/22/2021,Dana Darurat,9720000,800000,7320000,2400000
9/21/2020,Modal Usaha Thrift/F&B,14340000,20000,4620000,9720000
2/14/2022,,3340000,600000,690000,2650000
8/15/2024,Modal Nikah/Tunangan,73480000,70000,56670000,16810000
8/24/2021,,13230000,90000,4020000,9210000
2/26/2022,Staycation Bareng Temen,1140000,10000,410000,730000
8/19/2020,Upgrade HP Baru,11520000,60000,1970000,9550000
7/21/2021,Beli iPad/Tablet Nugas,9500000,100000,5660000,3840000
1/31/2022,Dana Darurat,13410000,80000,4910000,8500000
4/23/2021,Beli Motor Bekas,12310000,,8040000,4270000
11/16/2022,Modal Nikah/Tunangan,97510000,230000,9570000,87940000
5/7/2020,Beli Motor Bekas,9560000,800000,5800000,3760000
12/27/2021,Modal Nikah/Tunangan,73480000,220000,14660000,58820000
1/10/2022,Bayar Kosan Tahunan,13230000,70000,10920000,2310000
9/22/2022,Modal Nikah/Tunangan,85780000,20000,35460000,50320000
6/23/2022,Modal Nikah/Tunangan,32780000,40000,7570000,25210000
8/22/2020,Modal Usaha Thrift/F&B,14340000,150000,2390000,11950000
11/12/2020,Bayar Kosan Tahunan,7160000,,5690000,1470000
12/10/2020,Modal Usaha Thrift/F&B,14340000,50000,10000000,4340000
11/4/2021,Modal Nikah/Tunangan,15510000,240000,11360000,4150000
7/7/2020,Beli iPad/Tablet Nugas,9620000,70000,70000,9550000
11/29/2021,Beli Helm Fullface/Cargloss,1330000,100000,1160000,170000
4/6/2021,Tiket DWP / Pestapora,1760000,600000,600000,1160000
5/27/2024,Modal Nikah/Tunangan,73480000,1700000,42050000,31430000
8/23/2021,Sewa Server/VPS Tahunan,2410000,30000,1650000,760000
6/1/2021,Sewa Server/VPS Tahunan,1830000,20000,1830000,0
1/6/2022,Liburan ke Bali/Jogja,6910000,30000,6200000,710000
5/7/2024,,85780000,40000,48740000,37040000
8/5/2020,Ganti LCD HP,1130000,730000,1130000,0
3/21/2022,Beli Emas Antam,8800000,30000,3490000,5310000
4/19/2022,Upgrade HP Baru,3860000,50000,1190000,2670000
5/17/2022,,3860000,480000,3860000,0
8/27/2020,Beli Emas Antam,6290000,20000,4360000,1930000
7/12/2020,Upgrade HP Baru,7670000,90000,920000,6750000
11/24/2020,Upgrade RAM & SSD,680000,,510000,170000
7/22/2021,Beli Laptop Skripsi,8240000,,8220000,20000
5/21/2022,Beli iPad/Tablet Nugas,9380000,,3290000,6090000
8/30/2024,Modal Nikah/Tunangan,87840000,2000000,46510000,41330000
11/8/2020,Bayar Kosan Tahunan,13940000,90000,3100000,10840000
2/27/2020,Dana Darurat,6220000,,3700000,2520000
8/25/2021,Rakit PC Gaming,14610000,1200000,11740000,2870000
3/9/2022,Liburan ke Bali/Jogja,4680000,10000,660000,4020000
3/23/2024,Modal Nikah/Tunangan,32780000,80000,26130000,6650000
8/29/2021,Kado Hari Ibu/Ultah Ortu,2430000,230000,2000000,430000
5/14/2022,,89990000,190000,2490000,87500000
10/5/2021,Beli Raket Badminton/Sepatu Futsal,430000,240000,240000,190000
3/28/2022,Beli Kamera Analog/Mirrorless,4740000,100000,3930000,810000
10/16/2020,Liburan ke Bali/Jogja,5580000,1100000,5520000,60000
5/29/2022,Modal Nikah/Tunangan,32780000,800000,7280000,25500000
11/27/2022,,85780000,,38370000,47410000
8/29/2020,Beli iPad/Tablet Nugas,5950000,99999999,1360000,4590000
4/24/2024,Modal Nikah/Tunangan,87840000,200000,55750000,32090000
3/22/2022,,6810000,200000,3270000,3540000
1/9/2023,Modal Nikah/Tunangan,87840000,50000,86220000,1620000
9/1/2021,Monitor External,1330000,10000,1020000,310000
9/20/2024,,65260000,60000,58370000,6890000
2/7/2022,Sewa Server/VPS Tahunan,2220000,60000,290000,1930000
11/24/2020,Nabung Bayar Utang/Pinjol,3260000,180000,2590000,670000
5/4/2020,Beli Emas Antam,5330000,500000,2020000,3310000
8/31/2024,Modal Nikah/Tunangan,85780000,30000,58630000,27150000
9/13/2021,Perpanjang Pajak Kendaraan,540000,340000,540000,0
7/2/2020,Dekor Kamar Estetik,370000,230000,230000,140000
9/13/2021,Dana Darurat,19490000,50000,13190000,6300000
3/31/2021,Bayar UKT Semester Depan,7260000,20000,3990000,3270000
5/9/2022,,5060000,10000,4740000,320000
2/10/2023,Modal Nikah/Tunangan,97510000,70000,90980000,6530000
3/14/2021,Beli iPad/Tablet Nugas,10440000,,4470000,5970000
3/8/2024,Modal Nikah/Tunangan,87840000,100000,33400000,54440000
2/9/2021,Bayar Kosan Tahunan,8200000,90000,7390000,810000
4/19/2021,Beli iPad/Tablet Nugas,7610000,30000,440000,7170000
3/10/2022,Beli Kamera Analog/Mirrorless,6590000,140000,280000,6310000
4/29/2022,Dana Darurat,4850000,60000,3540000,1310000
4/16/2021,Upgrade HP Baru,11180000,90000,9760000,1420000
2/15/2022,Naik Gunung (Semeru/Rinjani),1210000,100000,280000,930000
1/2/2022,Modal Nikah/Tunangan,73480000,100000,14760000,58720000
10/3/2021,Dana Darurat,14380000,60000,11440000,2940000
1/22/2022,Beli Kamera Analog/Mirrorless,7780000,50000,2630000,5150000
3/2/2022,Liburan ke Bali/Jogja,6050000,230000,230000,5820000
12/3/2022,Modal Nikah/Tunangan,87840000,30000,27830000,60010000
9/17/2020,,8740000,1000000,2600000,6140000
11/24/2021,,9690000,80000,800000,8890000
10/3/2021,Modal Usaha Thrift/F&B,13760000,80000,80000,13680000
2/6/2022,Liburan ke Bali/Jogja,4860000,260000,2760000,2100000
3/2/2022,Bayar UKT Semester Depan,5610000,300000,1470000,4140000
4/26/2024,Modal Nikah/Tunangan,93000000,200000,37000000,56000000
9/28/2020,Modal Nikah/Tunangan,15350000,70000,13340000,2010000
6/3/2024,Modal Nikah/Tunangan,45570000,240000,34810000,10760000
1/31/2022,Beli Kamera Analog/Mirrorless,2150000,,2050000,100000
1/12/2022,Bayar UKT Semester Depan,2550000,80000,260000,2290000
7/8/2021,Beli Motor Bekas,7120000,90000,90000,7030000
1/5/2022,Traktir Temen Sidang/Wisuda,670000,670000,670000,0
4/9/2022,Bayar Kosan Tahunan,15130000,190000,870000,14260000
9/6/2020,Dana Darurat,15920000,900000,7680000,8240000
5/30/2022,Beli Hewan Qurban,4020000,-100000,3570000,450000
2/14/2021,Beli Motor Bekas,12660000,290000,9890000,2770000
10/31/2024,Modal Nikah/Tunangan,97510000,1000000,30990000,66520000
3/7/2022,DP Motor Baru,4460000,20000,4460000,0
5/18/2022,Beli Motor Bekas,8770000,20000,4490000,4280000
11/2/2021,Modal Usaha Thrift/F&B,2160000,60000,60000,2100000
4/9/2022,,17290000,100000,15090000,2200000
7/15/2021,Beli iPad/Tablet Nugas,9500000,1000000,5480000,4020000
10/6/2020,Beli Parfum Lokal,310000,40000,80000,230000
11/18/2024,Modal Nikah/Tunangan,89990000,120000,47100000,42890000
3/23/2022,Kursus Bootcamp IT/Data Science,5140000,1200000,4570000,570000
4/15/2021,DP Motor Baru,7010000,40000,2780000,4230000
9/17/2021,Naik Gunung (Semeru/Rinjani),1850000,220000,420000,1430000
11/23/2021,Beli Emas Antam,9690000,20000,720000,8970000
9/18/2021,Beli iPad/Tablet Nugas,9500000,90000,9050000,450000
12/17/2022,Modal Nikah/Tunangan,73480000,90000,34160000,39320000
9/13/2020,Kado Hari Ibu/Ultah Ortu,2010000,90000,270000,1740000
1/11/2020,Modal Skripsi & Jilid,1320000,270000,490000,830000
3/29/2025,Modal Nikah/Tunangan,89990000,190000,75800000,14190000
11/9/2020,Beli Motor Bekas,9820000,560000,9820000,0
4/7/2022,Beli Emas Antam,5160000,180000,2740000,2420000
4/3/2022,Beli iPad/Tablet Nugas,8520000,10000,7710000,810000
1/6/2022,Beli Hewan Qurban,4020000,10000,10000,4010000
3/27/2022,Modal Usaha Thrift/F&B,11710000,120000,1440000,10270000
4/13/2021,Beli iPad/Tablet Nugas,7610000,30000,320000,7290000
10/1/2021,Rakit PC Gaming,21710000,260000,10680000,11030000
4/20/2020,Beli Sepatu Sneakers/Running,510000,10000,510000,0
3/21/2022,Liburan ke Bali/Jogja,5540000,30000,4940000,600000
5/19/2022,Beli Hewan Qurban,4020000,180000,1480000,2540000
5/29/2025,Modal Nikah/Tunangan,93000000,230000,87180000,5820000
5/6/2022,Beli Laptop Skripsi,14870000,70000,3700000,11170000
11/10/2021,Beli Helm Fullface/Cargloss,1330000,90000,590000,740000
7/11/2021,Beli Domain & Hosting,630000,,610000,20000
2/18/2022,DP Motor Baru,4460000,,3590000,870000
2/25/2022,Modal Usaha Thrift/F&B,8610000,50000,5870000,2740000
1/5/2022,Perpanjang Pajak Kendaraan,340000,10000,100000,240000
2/24/2021,Beli Motor Bekas,12660000,99999999,10070000,2590000
3/3/2022,Beli Hewan Qurban,3700000,1400000,2080000,1620000
3/27/2021,Beli iPad/Tablet Nugas,10440000,50000,4630000,5810000
5/14/2024,Modal Nikah/Tunangan,93000000,100000,38770000,54230000
8/22/2024,Modal Nikah/Tunangan,93000000,900000,44300000,48700000
12/2/2021,Modal Usaha Thrift/F&B,2160000,40000,950000,1210000
3/26/2020,Beli Motor Bekas,12800000,90000,4810000,7990000
5/4/2021,Beli Mechanical Keyboard,2930000,130000,360000,2570000
8/23/2021,Upgrade HP Baru,13540000,90000,11420000,2120000
1/21/2020,,2160000,600000,1370000,790000
4/6/2022,Modal Skripsi & Jilid,2020000,20000,1540000,480000
12/2/2020,,2460000,150000,150000,2310000
10/24/2020,Rakit PC Gaming,18050000,270000,7070000,10980000
9/26/2021,Dekor Kamar Estetik,800000,20000,280000,520000
3/2/2022,Tiket DWP / Pestapora,960000,80000,510000,450000
3/2/2024,,32780000,100000,25670000,7110000
3/25/2022,Modal Nikah/Tunangan,97510000,140000,3190000,94320000
2/10/2024,Modal Nikah/Tunangan,97510000,60000,38700000,58810000
5/26/2021,Monitor External,1540000,100000,470000,1070000
3/28/2022,Uang Kondangan Temen,400000,,400000,0
2/23/2022,Modal Usaha Thrift/F&B,3480000,50000,1820000,1660000
1/12/2022,Beli iPad/Tablet Nugas,6530000,,610000,5920000
9/25/2024,Modal Nikah/Tunangan,87840000,40000,46750000,41090000
11/1/2020,Rakit PC Gaming,24690000,,7140000,17550000
5/4/2020,Beli Motor Bekas,14020000,300000,300000,13720000
8/16/2021,Beli Hewan Qurban,4960000,190000,4640000,320000
6/23/2021,Beli Motor Bekas,7730000,20000,1350000,6380000
1/27/2021,Beli Motor Bekas,12310000,400000,1730000,10580000
4/10/2020,Beli Motor Bekas,9610000,40000,4920000,4690000
9/9/2020,Upgrade HP Baru,7670000,260000,2340000,5330000
2/13/2022,,160000,50000,160000,0
2/1/2020,Beli Motor Bekas,12800000,10000,1940000,10860000
8/28/2021,Beli Emas Antam,7830000,10000,5180000,2650000
9/29/2020,Nabung Bayar Utang/Pinjol,4190000,800000,2940000,1250000
4/10/2021,Beli Emas Antam,5950000,,3520000,2430000
3/16/2022,Nabung Bayar Utang/Pinjol,4450000,,850000,3600000
7/7/2021,Beli Domain & Hosting,630000,20000,600000,30000
2/8/2022,Bayar Kosan Tahunan,17290000,70000,13670000,3620000
8/4/2020,Langganan Gym,300000,300000,300000,0
5/5/2020,Uang Kondangan Temen,320000,20000,20000,300000
12/16/2020,Rakit PC Gaming,18880000,220000,11780000,7100000
12/24/2022,Rakit PC Gaming,21690000,10000,16270000,5420000
2/5/2021,Beli Laptop Skripsi,5770000,100000,180000,5590000
12/15/2021,Beli Laptop Skripsi,11640000,110000,1420000,10220000
10/14/2021,Beli Emas Antam,1730000,30000,1730000,0
11/2/2020,Bayar Kosan Tahunan,7160000,1700000,2930000,4230000
1/5/2024,Modal Nikah/Tunangan,65260000,1600000,45930000,19330000
5/30/2022,Dana Darurat,13410000,130000,10020000,3390000
10/31/2020,Langganan Gym,1090000,210000,910000,180000
4/7/2022,Beli Laptop Skripsi,14870000,500000,980000,13890000
12/11/2021,Beli Emas Antam,9690000,100000,2830000,6860000
5/8/2021,Monitor External,1540000,260000,260000,1280000
2/22/2022,Kursus Bootcamp IT/Data Science,5140000,60000,1940000,3200000
6/3/2020,Modal Usaha Thrift/F&B,9220000,220000,3990000,5230000
2/7/2022,Beli Emas Antam,3180000,90000,90000,3090000
11/9/2024,Modal Nikah/Tunangan,65260000,20000,60530000,4730000
10/18/2020,Bayar UKT Semester Depan,4280000,2000000,3040000,1240000
4/24/2022,Modal Nikah/Tunangan,24510000,1900000,9500000,15010000
3/26/2022,Modal Nikah/Tunangan,45570000,80000,7240000,38330000
8/16/2021,Rakit PC Gaming,21710000,90000,6940000,14770000
2/6/2022,Monitor External,2080000,130000,130000,1950000
12/21/2020,Naik Gunung (Semeru/Rinjani),1780000,70000,1780000,0
12/18/2021,Rakit PC Gaming,17300000,140000,2750000,14550000
3/7/2022,Naik Gunung (Semeru/Rinjani),1210000,20000,420000,790000
6/23/2020,Dana Darurat,16270000,60000,8620000,7650000
11/25/2022,Modal Nikah/Tunangan,73480000,90000,33840000,39640000
8/4/2024,Modal Nikah/Tunangan,97510000,230000,55760000,41750000
4/14/2021,Bayar UKT Semester Depan,4150000,80000,360000,3790000
2/25/2020,,3410000,60000,1770000,1640000
3/25/2022,Modal Nikah/Tunangan,24510000,500000,5370000,19140000
2/21/2022,Modal Nikah/Tunangan,85780000,30000,24240000,61540000
6/15/2022,Modal Nikah/Tunangan,93000000,70000,14070000,78930000
8/7/2021,DP Motor Baru,3220000,10000,20000,3200000
9/9/2021,,2190000,70000,550000,1640000
1/29/2020,Nabung Bayar Utang/Pinjol,1520000,70000,720000,800000
6/6/2021,Bayar Kosan Tahunan,7930000,280000,6950000,980000
4/30/2021,Beli Emas Antam,2930000,120000,2420000,510000
5/4/2020,Liburan ke Bali/Jogja,4680000,60000,3250000,1430000
7/26/2021,Liburan ke Bali/Jogja,2370000,40000,280000,2090000
6/18/2020,Beli Laptop Skripsi,14420000,,5780000,8640000
7/8/2020,Beli Kasur Busa/Springbed,670000,,540000,130000
5/31/2021,Beli Laptop Skripsi,9610000,120000,6340000,3270000
2/8/2022,,2220000,10000,300000,1920000
5/10/2021,Kursus Bootcamp IT/Data Science,6750000,700000,4080000,2670000
4/19/2022,Langganan Gym,2370000,70000,2070000,300000
8/5/2022,Modal Nikah/Tunangan,32780000,,12050000,20730000
6/8/2021,Beli Skincare/Makeup,810000,290000,330000,480000
5/28/2021,,2190000,20000,2170000,20000
3/7/2022,Beli iPad/Tablet Nugas,8920000,,2500000,6420000
4/3/2022,Bayar UKT Semester Depan,5140000,1800000,3830000,1310000
10/12/2021,Upgrade RAM & SSD,1900000,100000,320000,1580000
2/10/2021,Beli Motor Bekas,12660000,1300000,9600000,3060000
7/11/2024,Modal Nikah/Tunangan,65260000,80000,56120000,9140000
3/20/2022,Beli Game Steam/PS,760000,650000,760000,0
7/5/2022,Modal Nikah/Tunangan,85960000,80000,32980000,52980000
6/4/2021,Rakit PC Gaming,21100000,30000,19590000,1510000
3/22/2024,Modal Nikah/Tunangan,45570000,120000,31750000,13820000
1/9/2022,Upgrade RAM & SSD,1110000,10000,170000,940000
5/29/2021,DP Motor Baru,7010000,140000,5250000,1760000
5/6/2022,Beli Emas Antam,8800000,90000,8290000,510000
5/4/2022,DP Motor Baru,4930000,,4840000,90000
7/4/2022,,93000000,40000,14260000,78740000
6/3/2021,Beli iPad/Tablet Nugas,10990000,200000,5010000,5980000
4/26/2024,Modal Nikah/Tunangan,93000000,99999999,57920000,35080000
1/17/2021,Beli Kamera Analog/Mirrorless,3950000,180000,3200000,750000
2/6/2022,Kursus Bootcamp IT/Data Science,7900000,1000000,4550000,3350000
10/19/2020,Beli Kamera Analog/Mirrorless,4190000,70000,3510000,680000
3/2/2022,Modal Nikah/Tunangan,85960000,,25750000,60210000
1/1/2022,Bayar Kosan Tahunan,13230000,290000,10530000,2700000
9/3/2025,Modal Nikah/Tunangan,87840000,20000,79450000,8390000
2/9/2025,Modal Nikah/Tunangan,97510000,80000,66360000,31150000
3/8/2022,Nabung Bayar Utang/Pinjol,4020000,600000,3580000,440000
12/19/2021,Beli Laptop Skripsi,7920000,70000,280000,7640000
11/22/2021,Beli Kamera Analog/Mirrorless,9770000,50000,9200000,570000
12/15/2020,Beli iPad/Tablet Nugas,9770000,500000,3320000,6450000
12/26/2022,Modal Nikah/Tunangan,89990000,,20570000,69420000
7/10/2021,Modal Nikah/Tunangan,12310000,10000,6520000,5790000
2/12/2022,Beli iPad/Tablet Nugas,8920000,70000,1870000,7050000
9/28/2020,DP Motor Baru,7500000,230000,4270000,3230000
5/6/2024,Modal Nikah/Tunangan,87840000,10000,57530000,30310000
2/25/2022,Bayar UKT Semester Depan,2550000,200000,2450000,100000
12/10/2024,Modal Nikah/Tunangan,65260000,30000,43830000,21430000
7/10/2020,Beli Emas Antam,8810000,100000,380000,8430000
6/2/2022,Modal Nikah/Tunangan,73480000,30000,21060000,52420000
5/16/2022,Dana Darurat,7640000,90000,4230000,3410000
3/24/2020,Beli Motor Bekas,8210000,260000,4520000,3690000
4/27/2022,Bayar Kosan Tahunan,17290000,290000,15470000,1820000
4/11/2020,Bayar Kosan Tahunan,13240000,20000,120000,13120000
8/14/2020,Beli Laptop Skripsi,14420000,,13340000,1080000
3/26/2021,Dana Darurat,14150000,1000000,13540000,610000
4/20/2021,Tiket Konser K-Pop/Lokal,950000,40000,410000,540000
12/30/2021,Modal Nikah/Tunangan,85960000,60000,21810000,64150000
1/9/2024,Modal Nikah/Tunangan,45570000,340000,45570000,0
8/4/2021,Modal Nikah/Tunangan,85960000,160000,8050000,77910000
7/29/2024,,89990000,,37660000,52330000
3/7/2022,,8240000,40000,4320000,3920000
3/6/2022,Kursus Bootcamp IT/Data Science,2280000,70000,70000,2210000
6/5/2021,Kursus Bootcamp IT/Data Science,5910000,10000,100000,5810000
8/6/2022,Beli Laptop Skripsi,10450000,1090000,10450000,0
8/21/2021,Tas Ransel Eiger/Consina,830000,110000,810000,20000
3/12/2024,Modal Nikah/Tunangan,89990000,240000,57530000,32460000
1/31/2022,Dana Darurat,13410000,,4910000,8500000
12/16/2025,Modal Nikah/Tunangan,97510000,2000000,88000000,9510000
2/15/2022,Modal Skripsi & Jilid,1080000,30000,510000,570000
9/6/2020,Kado Hari Ibu/Ultah Ortu,2010000,50000,180000,1830000
11/19/2020,,21100000,400000,6150000,14950000
12/1/2020,Sewa Server/VPS Tahunan,1740000,980000,1740000,0
10/28/2021,Liburan ke Bali/Jogja,2550000,30000,1050000,1500000
2/25/2022,Monitor External,3700000,20000,480000,3220000
6/26/2024,Modal Nikah/Tunangan,65260000,-100000,35940000,29320000
1/1/2021,,3950000,60000,2040000,1910000
12/24/2020,Beli Motor Bekas,7110000,70000,3910000,3200000
2/27/2022,Beli iPad/Tablet Nugas,7160000,200000,2200000,4960000
1/4/2021,Upgrade HP Baru,11520000,90000,9700000,1820000
7/25/2024,Modal Nikah/Tunangan,87840000,50000,61980000,25860000
3/2/2021,Upgrade HP Baru,10890000,70000,7150000,3740000
4/6/2022,Kursus Bootcamp IT/Data Science,5140000,60000,4910000,230000
5/7/2022,Bayar Kosan Tahunan,17290000,270000,15890000,1400000
11/30/2022,Modal Nikah/Tunangan,85780000,90000,38460000,47320000
8/5/2020,Upgrade HP Baru,7670000,60000,1340000,6330000
10/15/2021,Liburan ke Bali/Jogja,6910000,10000,2140000,4770000
3/12/2022,Beli Laptop Skripsi,7920000,100000,6740000,1180000
4/23/2022,,6540000,90000,4790000,1750000
1/20/2022,Monitor External,1450000,150000,830000,620000
10/11/2020,Beli Parfum Lokal,310000,60000,310000,0
2/16/2022,Tiket Konser K-Pop/Lokal,4390000,600000,3150000,1240000
1/10/2022,Ganti Ban Depan Belakang,1030000,70000,190000,840000
1/13/2022,Langganan Netflix/Spotify Tahunan,630000,100000,190000,440000
3/27/2022,Beli Kipas Angin/AC Portable,1020000,740000,1020000,0
5/2/2021,Kursus Bootcamp IT/Data Science,7350000,90000,6020000,1330000
5/18/2021,,1830000,700000,1460000,370000
5/26/2024,,32780000,,28860000,3920000
2/22/2022,Beli Kamera Analog/Mirrorless,7430000,200000,4740000,2690000
4/30/2022,Dana Darurat,13410000,50000,8090000,5320000
6/1/2022,Upgrade HP Baru,12260000,40000,7530000,4730000
5/20/2021,Sewa Server/VPS Tahunan,1830000,40000,1730000,100000
2/16/2022,,4020000,250000,1200000,2820000
6/29/2021,Modal Nikah/Tunangan,85780000,50000,8650000,77130000
4/25/2024,Modal Nikah/Tunangan,89990000,700000,63150000,26840000
7/1/2022,Beli Emas Antam,5160000,90000,5070000,90000
2/9/2022,Beli Game Steam/PS,1180000,130000,170000,1010000
5/24/2021,Upgrade HP Baru,13540000,80000,4120000,9420000
3/21/2022,Beli Kasur Busa/Springbed,580000,80000,370000,210000
3/21/2022,DP Motor Baru,4930000,90000,3900000,1030000
11/4/2021,Beli Sepeda Lipat/Fixie,1290000,40000,40000,1250000
1/19/2024,Modal Nikah/Tunangan,24510000,50000,23490000,1020000
